"연번","어린이집명","어린이집유형","주소","정원","현원"
"25024","맘스어린이집","가정","경기도 고양시 일산서구 대산로 99 603동 105호(주엽동, 강선마을한양6단지아파트)","12","9"
"25025","대우솔비어린이집","가정","울산광역시 울주군 온양읍 솔밭1길 12 106동 103호 (대안리, 울산온양대우)","20","19"
"25026","시온어린이집","가정","경기도 과천시 별양로 85 408동 102호(별양동, 주공아파트)","20","20"
"25027","매탄이솝어린이집","민간","경기도 수원시 영통구 동수원로 316","153","152"
"25028","미소어린이집","가정","서울특별시 중랑구 공릉로18길 59 ,106동102호(묵동,브라운스톤태릉아파트)","20","20"
"25029","시립원삼어린이집","국공립","경기도 용인시 처인구 원삼면 고당로16번길 3","60","59"
"25030","소담어린이집","가정","대구광역시 달서구 조암남로 10 106동 102호(월성동,월성e편한세상)","15","15"
"25031","일곱빛깔무지개어린이집","민간","전라북도 군산시 진포2길 10 (수송동)","78","78"
"25032","예찬어린이집","가정","서울특별시 양천구 신월로15길 20 미도연립 2동 107호","15","14"
"25033","하늘소어린이집","민간","경상북도 포항시 남구 오천읍 하원로 37","93","25"
"25034","예사랑어린이집","가정","울산광역시 중구 평동3길 2 102동 102호(유곡동,이편한세상아파트)","19","19"
"25035","큰나무어린이집","민간","울산광역시 북구 이화5길 41 (중산동)","31","31"
"25036","남양웃는아이어린이집","민간","경기도 화성시 남양로931번길 19 남양동 남양로 931번길 19","222","204"
"25037","아기별어린이집","가정","인천광역시 연수구 원인재로 300 101동 101호 (연수동, 경남아파트)","20","20"
"25038","그린어린이집","가정","충청북도 청주시 상당구 중흥로 176 303동 101호(용암동, 중흥마을부영이그린타운3단지아파트)","19","18"
"25039","꼬마대통령어린이집","가정","경상북도 경산시 강변서로 17 304동 105호(옥곡동, 두리마을부영사랑으로)","19","9"
"25040","안강천사어린이집","가정","경상북도 경주시 안강읍 구부랑4길 24-1 101동 103호(산대리, 삼도타운)","13","11"
"25041","구산다솜어린이집","가정","경상남도 김해시 구산로5번길 57 105동 107호","15","12"
"25042","로뎀나무어린이집","가정","경기도 구리시 건원대로34번길 35 509동 104호(인창동, 삼환)","20","10"
"25043","수목토어린이집","가정","전라북도 정읍시 학산로 89-25 101동 101호(상동, 엘드수목토 아파트)","19","19"
"25044","한사랑어린이집","가정","부산광역시 남구 분포로 113 214동 101호(용호동, 엘지메트로시티아파트)","20","20"
"25045","동문사랑어린이집","가정","경기도 파주시 금바위로 47 운정 동문 807-103","16","16"
"25046","꿈예뜰어린이집","가정","경기도 수원시 영통구 봉영로1744번길 11 231동 104호(영통동, 황골마을벽산풍림아파트)","20","20"
"25047","효성보예어린이집","가정","경상남도 양산시 물금읍 범어로 29 102동 102호(범어리, 효성백년가약아파트)","20","19"
"25048","봄봄어린이집","가정","경상남도 진주시 대신로356번길 20-4 (하대동)","19","16"
"25049","금빛어린이집","가정","경기도 성남시 분당구 정자일로 46 203동102호(금곡동 청솔마을 화인아파트)","20","20"
"25050","애플트리어린이집","가정","대구광역시 달서구 호산로 125 210동 102호(파호동, 삼성명가타운)","19","9"
"25051","신봉아이뜰어린이집","가정","경기도 용인시 수지구 신봉2로 26 117동 102호(신봉동, LG신봉자이1차아파트)","20","18"
"25052","자연숲어린이집","가정","경기도 용인시 수지구 수지로113번길 16 106동 101호(성복동, 강남빌리지)","20","20"
"25053","아기숲어린이집","가정","인천광역시 연수구 청능대로 124 107동 103호(동춘동, 금호아파트)","20","20"
"25054","삼천선교어린이집","가정","대전광역시 서구 둔산로 201 105동 109호 (둔산동, 국화아파트)","20","19"
"25055","진주어린이집","가정","전라북도 전주시 완산구 신봉로 64 3동 102호(효자동1가, 광진진주)","19","12"
"25056","향기보듬이나눔이어린이집","국공립","인천광역시 남동구 논현고잔로 26 (논현동)","88","76"
"25057","다윗어린이집","가정","울산광역시 북구 아진로 42 (상안동 쌍용아진그린타운1단지107동103호)","20","20"
"25058","꿈초롱어린이집","민간","전라북도 군산시 미룡로 42 (미룡동)","47","46"
"25059","포도나무어린이집","가정","경기도 고양시 일산서구 후곡로 36 401동 103호(일산동, 후곡마을4단지아파트0","19","19"
"25060","키즈하우스어린이집","가정","경상남도 김해시 금관대로1365번길 14-20 1층 (내동)","17","16"
"25061","별똥별어린이집","가정","서울특별시 용산구 후암로22길 10 후암아파트 104호 (후암동)","19","19"
"25062","보물섬어린이집","민간","전라북도 군산시 미장서로 148-6 (미장동)","40","34"
"25063","부암제일어린이집","법인·단체등","부산광역시 부산진구 백양순환로 156  (부암동)","49","49"
"25064","행복아이어린이집","가정","경기도 수원시 영통구 인계로 219 7동 102호(매탄동, 삼성1차아파트)","19","19"
"25065","애향어린이집","사회복지법인","인천광역시 남구 석정로329번길 32 (도화동)","159","139"
"25066","꿈별어린이집","가정","경기도 안양시 만안구 연현로79번길 56 301동 103호(석수동, 석수LG빌리지아파트)","20","14"
"25067","꿈나래어린이집","가정","경기도 안양시 동안구 동안로 40 201동 105호(호계동, 무궁화마을금호2단지아파트)","19","18"
"25068","용당어린이집","국공립","부산광역시 남구 신선로329번길 74 (용당동)","128","127"
"25069","구립합실어린이집","국공립","서울특별시 관악구 광신길 113 (신림동)  [삼성동]","99","92"
"25070","하얀뜰어린이집","민간","경기 오산시 갈곶동 273-1","222","147"
"25071","리틀빨간모자어린이집","가정","충청북도 청주시 상당구 월평로 243 101동 114호(용암동, 부영아파트)","10","9"
"25072","꼬마수피아어린이집","민간","서울특별시 송파구 가락로39길 40 1층","28","28"
"25073","아침햇살어린이집","가정","대전광역시 대덕구 동춘당로 178 101동 105호(법2동, 보람아파트)","20","18"
"25074","녹번햇님어린이집","민간","서울특별시 은평구 은평로21길 36-3 대도에코빌 102-101","29","22"
"25075","자연앤어린이집","가정","경기도 화성시 동탄숲속로 68 873동 102호(능동, 숲속마을 자연앤데시앙)","20","20"
"25076","솔빛어린이집","가정","경기도 양주시 부흥로 2096 303동 103호(삼숭동, 티에스푸른솔3차아파트)","17","15"
"25077","큰나무어린이집","가정","울산광역시 동구 꽃바위2길 33 (방어동)","20","20"
"25078","나무햇살어린이집","가정","경기도 의정부시 동일로 397 210동 101호(장암동, 장암주공2단지아파트)","12","11"
"25079","꼬마대통령어린이집","민간","경상북도 김천시 한마음길 8 (덕곡동,한마음타운 관리동)","36","25"
"25080","아이또래어린이집","가정","전라북도 익산시 무왕로9길 60 601동 106호(영등동, 제일4차아파트)","12","11"
"25081","으뜸어린이집","가정","충청북도 옥천군 옥천읍 문장로2길 9 205동 104호(문정리, 옥천문정주공2단지아파트)","11","11"
"25082","천사들의합창어린이집","민간","강원도 속초시 번영로67번길 31-2","38","36"
"25083","성호꼬마숲어린이집","가정","경기도 용인시 기흥구 이현로29번길 72-10 110동 101호(보정동, 성호샤인힐즈)","19","19"
"25084","아름어린이집","민간","대구광역시 동구 안심로 402 아름어린이집 (신서동)","37","32"
"25085","하늘아이어린이집","가정","경기도 의왕시 내손로 10 포일자이 208동 102호(내손동)","19","18"
"25086","꿈큰어린이집","가정","경상북도 경산시 진량읍 봉황길 53 101동 105호(북리, 우림필유)","19","8"
"25087","예솜키즈어린이집","가정","경기도 여주시 세종로 61 106동 103호 현대아파트","15","15"
"25088","가람어린이집","국공립","서울특별시 성북구 흥천사길 49-23 적조사","99","89"
"25089","사과나무어린이집","가정","대구광역시 북구 팔거천동로 70 105동 107호(구암동, 금빛아파트)","20","20"
"25090","상록수정어린이집","민간","경기도 안산시 상록구 충장로6길 36-1 (이동)","23","14"
"25091","나래어린이집","가정","부산광역시 남구 동명로117번길 43 (용호동)","20","17"
"25092","예초미숲어린이집","민간","경기도 의정부시 회룡로 221 장암주공5단지아파트 내 관리실옆 (신곡동)","44","26"
"25093","숙명차일드스쿨어린이집","민간","인천광역시 계양구 주부토로501번길 18 (계산동)","98","82"
"25094","대자연어린이집","가정","경기도 수원시 팔달구 화양로50번길 30 102동 101호(화서동, 블루밍푸른숲아파트)","19","18"
"25095","천사들의꿈터어린이집","가정","경기도 부천시 소사구 양지남로68번길 25 210동103호(범박동,휴먼시아2단지)","19","19"
"25096","아름드리어린이집","국공립","인천광역시 남동구 남동대로 860 105동 102호(간석동, 래미안자이아파트)","20","20"
"25097","까꿍 어린이집","가정","충청남도 아산시 온중로 6 101동 103호(용화동, 모아미래도아파트)","19","19"
"25098","우성예원어린이집","가정","강원도 원주시 현충로 304 201동 103호(태장동, 태봉우성2차아파트)","17","11"
"25099","구립샛별어린이집","국공립","서울특별시 동작구 성대로27길 12 (상도동)","49","49"
"25100","혜연어린이집","민간","경상남도 양산시 하북면 신평강변로 62  혜연어린이집","34","21"
"25101","이창어린이집","국공립","전라남도 나주시 남교1길 23 (이창동)","78","77"
"25102","중동별밭어린이집","가정","경기도 부천시 원미구 도약로 106 125동 105호(중동, 한라마을아파트)","14","14"
"25103","햇님어린이집","가정","서울특별시 동대문구 사가정로 148 108동 104호(전농동, SK아파트)","20","20"
"25104","구립 역촌어린이집","국공립","서울특별시 은평구 진흥로7길 8-9","84","81"
"25105","문촌9사회복지관어린이집","국공립","경기도 고양시 일산서구 주엽로 158 문촌9단지내 문촌9사회복지관 어린이집 1층","31","30"
"25106","영월원광어린이집","사회복지법인","강원도 영월군 영월읍 중리1길 40","79","63"
"25107","토마토어린이집","가정","경기도 구리시 동구릉로129번길 4 104동 103호(인창동, 성원)","20","20"
"25108","해밀어린이집","민간","인천광역시 계양구 도두리로 62 롯데동남아파트 관리사무소 1층 해밀어린이집","23","22"
"25109","달이어린이집","민간","대전광역시 서구 가장로 132 (가장동)","119","107"
"25110","마포어린이집","국공립","서울특별시 마포구 양화로18안길 21 (동교동)","42","38"
"25111","구의사임당어린이집","민간","서울특별시 광진구 자양로47길 8 (구의2동)","34","32"
"25112","목령어린이집","국공립","충청북도 청주시 청원구 오창읍 중심상업2로 32","94","86"
"25113","둥지또또래어린이집","가정","경기도 수원시 권선구 수성로 47 6동 108호(구운동, 삼환아파트)","19","19"
"25114","우현팅커벨어린이집","가정","경상북도 포항시 북구 아치로55번길 9-16 102동 103호(우현동, 우현금성굿모닝빌)","19","12"
"25115","구로삼성어린이집","민간","서울특별시 구로구 가마산로 174 구로삼성어린이집 (구로동)","156","133"
"25116","일신방직어린이집","직장","광주광역시 북구 서림로 60 일신방직어린이집 (임동)","98","73"
"25117","한마음어린이집","가정","경기도 안양시 동안구 경수대로797번길 12 203동 104호(호계동, 한마음임광2차아파트)","14","14"
"25118","서원해오름어린이집","가정","경기도 파주시 쇠재로 30 704동 101호(금촌동, 서원마을아파트)","19","19"
"25119","유림어린이집","국공립","경기도 용인시 처인구 백옥대로1392번길 29 (유방동)","99","99"
"25120","금강어린이집","가정","경기도 군포시 고산로517번길 20 901동 101호(산본동, 금강주공1단지아파트)","15","14"
"25121","밝은누리어린이집","국공립","경기도 의왕시 백운초등길 11 밝은누리어린이집","153","153"
"25122","아가궁전어린이집","가정","경기도 하남시 대청로116번길 59 412동 101호(창우동, 꿈동산신안아파트)","20","19"
"25123","약대조이랜드어린이집","민간","경기도 부천시 원미구 평천로706번길 26 (약대동)","99","82"
"25124","리틀피카소어린이집","민간","대전광역시 중구 목중로 69 관리사무소1층 (중촌동)","25","16"
"25125","베이비어린이집","가정","경기도 안산시 단원구 당곡2로 30 902동 105호(고잔동, 주공9단지아파트)","10","10"
"25126","센트럴어린이집","가정","대구광역시 북구 대천로 100 202동 105호(동천동, 화성센트럴파크아파트)","19","16"
"25127","상무어린이집","직장","전라남도 장성군 삼계면 능성로 548 상무아파트 내","140","119"
"25128","그린애비뉴어린이집","가정","인천광역시 연수구 컨벤시아대로42번길 35 708동 201호 (송도동, 송도더샵 그린애비뉴)","20","20"
"25129","백설어린이집","민간","대구광역시 남구 대명남로 10-2","48","47"
"25130","나다나엘어린이집","민간","경상남도 거제시 상동7길 30 대동다숲아파트 영유아보육시설 (상동동)","192","158"
"25131","감천혜성어린이집","가정","부산광역시 사하구 감천로43번길 34","20","20"
"25132","제생병원어린이집","직장","경기도 성남시 분당구 황새울로341번길 23","49","45"
"25133","광개토어린이집","민간","경기도 시흥시 신천로100번안길 13  -1","84","83"
"25134","둘리라영재어린이집","민간","경상남도 창원시 의창구 남산로9번길 52 (팔용동)","110","88"
"25135","아기천사어린이집","가정","서울특별시 강동구 고덕로 385 242동 107호(고덕동, 고덕주공아파트)","12","12"
"25136","오로라어린이집","가정","경기도 의왕시 솔밭1길 24","18","17"
"25137","리틀영재어린이집","가정","강원도 원주시 시청로 92 307동 104호(무실동, 주공아파트)","16","16"
"25138","남악중앙어린이집","민간","전라남도 무안군 삼향읍 남악2로74번길 13 오룡휴먼시아 관리동","34","34"
"25139","동화속어린이집","가정","부산광역시 부산진구 가야대로 635-20 104동 101호 (당감동, 태화현대 1차아파트)","19","19"
"25140","아이숲어린이집","가정","전라남도 순천시 해룡면 기적의도서관길 90 305동 103호(, 부영3차아파트)","13","13"
"25141","꿈터어린이집","민간","울산광역시 중구 동천6길 12 해성빌라트 105호) (서동)","54","51"
"25142","푸름어린이집","가정","경기도 남양주시 와부읍 덕소로 204 103동 101호(도곡리, 덕소쌍용)","20","19"
"25143","하이키즈어린이집","민간","경상남도 진주시 망경북길 42-1 (망경동)","35","28"
"25144","예랑어린이집","가정","경기도 오산시 오산로 67-8 103동 107호(갈곶동, 우방)","20","20"
"25145","스위첸베베키즈어린이집","민간","경기도 평택시 지산로 128 (지산동, KCC스위첸아파트 관리동 1층)","27","27"
"25146","현대몬테소리어린이집","민간","충청북도 청주시 청원구 율봉로152번길 37-10","99","94"
"25147","해피트리어린이집","민간","경기도 화성시 효행로291번길 26 관리동 1층 해피트리 어린이집","39","39"
"25148","다솜어린이집","가정","경기도 의정부시 용현로 143 205동 102호(민락동, 산들마을길훈2단지아파트)","13","12"
"25149","아름다운어린이집","가정","경기도 광주시 오포읍 양촌길 124 102동 108호(양벌리, 양촌현대)","18","16"
"25150","교하푸른하늘어린이집","민간","경기도 파주시 오도로116번길 22-38 266-2번지","44","42"
"25151","모아키즈플러스어린이집","민간","경기도 파주시 조리읍 뇌조로74번길 25-21","115","94"
"25152","기독어린이집","사회복지법인","전라남도 장성군 장성읍 매화6길 20-1","80","75"
"25153","장애전담용화어린이집","국공립","충청남도 아산시 남부로 132-40 (용화동)","49","26"
"25154","두산어린이집","가정","경기도 화성시 영통로50번길 14 206동 103호(반월동, 두산위브아파트)","20","20"
"25155","우솔어린이집","가정","경기도 용인시 기흥구 신갈로138번길 12 102동 102호(신갈동, 신미주아파트)","19","19"
"25156","덕암어린이집","민간","대전광역시 대덕구 덕암북로22번길 77 (덕암동)","124","122"
"25157","부개사랑어린이집","가정","인천광역시 부평구 길주남로 144 305동 101호(부개동, 주공아파트)","13","13"
"25158","희수몬테소리어린이집","가정","경기도 용인시 기흥구 고매로34번길 31 203동 103호(고매동, 매화마을우림홀인원아파트)","20","18"
"25159","꿈터어린이집","가정","경기도 의왕시 보식골로 6 105동 105호(오전동, 성원1차이화아파트)","19","18"
"25160","롯데어린이집","민간","부산광역시 연제구 세병로 44 관리동 1층 (거제동, 롯데캐슬아파트)","25","25"
"25161","리틀초록어린이집","가정","경기도 성남시 분당구 미금일로 58 (구미동 까치마을 롯데아파트)411동102호","18","18"
"25162","세화어린이집","민간","서울특별시 강서구 화곡로53길 56-14","96","95"
"25163","단비아이어린이집","민간","서울특별시 강동구 상암로 18 (암사동  511-31)","45","45"
"25164","베베어린이집","민간","대구광역시 수성구 국채보상로214길 21 (만촌동)","35","26"
"25165","에코맘어린이집","민간","경기도 용인시 기흥구 흥덕2로65번길 8-16 (영덕동)","28","24"
"25166","해누리어린이집","가정","경기도 의왕시 안양판교로 64 3동102호(포일동 인덕원삼호아파트)","20","19"
"25167","다정한어린이집","가정","경상북도 포항시 남구 정몽주로693번길 6-5 1동 108호","12","12"
"25168","벽산블루밍어린이집","민간","경상남도 함안군 칠원면 오곡로 103 벽산블루밍 111동 벽산블루밍 어린이집","25","25"
"25169","은빛어린이집","민간","경기도 성남시 중원구 은행로3번길 23 (은행2동)","49","45"
"25170","예향어린이집","민간","경기도 수원시 권선구 하탑로41번길 38-7 1층 (탑동)","36","32"
"25171","천사어린이집","민간","서울특별시 광진구 군자로 101","32","26"
"25172","평화어린이집","민간","부산광역시 남구 동명로152번길 114","73","47"
"25173","예쁜꿈어린이집","가정","인천광역시 중구 은하수로 377 한양수자인 787-101(중산동)","18","18"
"25174","지엘어린이집","민간","경기도 광주시 오포읍 양벌로 331-30","169","150"
"25175","신안꼬마숲어린이집","가정","경기도 하남시 대청로116번길 59 404동104호(창우동, 신안아파트)","19","19"
"25176","아이작어린이집","민간","충청남도 천안시 동남구 정골1길 86 (구성동)","38","31"
"25177","성서무지개어린이집","민간","대구광역시 달서구 선원로 171 (이곡동, 성서무지개타운)","30","30"
"25178","대구예술어린이집","민간","대구광역시 달서구 죽전1안길 14 (죽전동)","184","161"
"25179","누리어린이집","민간","서울특별시 은평구 연서로 85-1","81","81"
"25180","미소맘어린이집","가정","충청남도 천안시 서북구 직산읍 천안대로 1718 101동 101호(, 직산부영)","13","13"
"25181","청천2동어린이집","국공립","인천광역시 부평구 원길로34번길 8 (청천동)","64","59"
"25182","딩동댕어린이집","민간","대구광역시 동구 효목로1길 85 (효목동)","82","74"
"25183","리틀큰별어린이집","가정","경기도 화성시 태안로 50 302동 101호(병점동, 송화마을우남퍼스트빌3차아파트)","20","19"
"25184","별하어린이집","가정","경기도 구리시 체육관로 45 102동 101호(교문동, 구리우성아파트)","19","18"
"25185","사무엘어린이집","가정","서울특별시 중랑구 신내로 51 102동 106호(신내동, 성원아파트)","19","18"
"25186","예라어린이집","국공립","강원도 원주시 태장공단길 46 (태장동)","100","79"
"25187","하나어린이집","가정","경상남도 양산시 양주로 16 102동 101호(남부동, 상록경남아너스빌아파트)","19","19"
"25188","엄마사랑어린이집","민간","서울특별시 양천구 목동중앙본로18길 11 (목동)","154","112"
"25189","하나로어린이집","민간","경기도 김포시 감정로 3-1 (감정동)","127","126"
"25190","보석어린이집","가정","서울특별시 성북구 종암로9길 71 205-101(종암동, 종암2차 아이파크아파트)","19","18"
"25191","엔젤키즈어린이집","민간","대전광역시 중구 문창로54번길 13-7 (문창동)","35","33"
"25192","오예어린이집","가정","경기도 용인시 처인구 둔전로39번길 10 (포곡읍 둔전리 142-6)","17","11"
"25193","예손어린이집","민간","서울특별시 마포구 새터산길 59 (성산동)","26","26"
"25194","예슬어린이집","민간","울산광역시 동구 화잠5길 36 (방어동)","89","78"
"25195","새봄어린이집","가정","서울특별시 송파구 마천로21길 7-9 (오금동)","20","20"
"25196","하버드어린이집","민간","경기도 남양주시 미금로128번길 46","80","78"
"25197","아가랑어린이집","가정","경기도 오산시 수목원로 615 109동 104호(세교동, 잔다리마을 1단지아파트)","19","18"
"25198","신영숲어린이집","민간","경상북도 칠곡군 약목면 무림3길 16-22","99","57"
"25199","마루빅스맘어린이집","민간","경기도 용인시 기흥구 사은로126번길 46 현대모닝사이드1차  관리동 1층","22","17"
"25200","작은숲키큰나무어린이집","가정","충청남도 계룡시 계백로 3051 104동 102호","20","20"
"25201","리베도만스쿨어린이집","가정","경기도 남양주시 퇴계원면 도제원로 22 101동 101호(, 성원)","19","17"
"25202","서천행복한어린이집","가정","경기도 용인시 기흥구 서천서로 27 105동102호(서천동,서천마을1단지)","20","20"
"25203","예뜰어린이집","민간","경기도 부천시 소사구 소안로 20 (괴안동,삼익세라믹아파트 1,2차 단지 관리동)","49","44"
"25204","양지어린이집","직장","서울특별시 서초구 샘마을길 73 내곡동, 양지어린이집","145","143"
"25205","아이소리어린이집","가정","충청남도 보령시 보령북로 195 3동 101호(대천동, 흥화아파트)","20","18"
"25206","두루미어린이집","직장","인천광역시 남동구 정각로 29 인천광역시청 (구월동)","112","102"
"25207","새엔젤어린이집","민간","경기도 의정부시 용현로 42 단지내  새엔젤어린이집","39","36"
"25208","새싹어린이집","국공립","경상북도 고령군 다산면 상곡길 28 202동 1층(상곡리, 고령다산주공)","25","23"
"25209","동그라미 어린이집","가정","서울특별시 강북구 인수봉로 18 104동 102호(미아동, 벽산라이브파크)","20","20"
"25210","구립당곡어린이집","국공립","서울특별시 관악구 봉천로23길 6 (봉천동)  [보라매동]","79","74"
"25211","한밭영재 어린이집","가정","대전광역시 동구 대전로 935 107동 103호(삼성동, 한밭자이아파트)","19","19"
"25212","쌍문삼성어린이집","민간","서울특별시 도봉구 노해로 238 쌍문삼성어린이집 (쌍문동)","156","132"
"25213","구립 금봉어린이집","국공립","서울특별시 성동구 독서당로57가길 24 금봉어린이집","84","77"
"25214","천사나라어린이집","사회복지법인","전라남도 영암군 삼호읍 대불주거2로3길 22","144","129"
"25215","양문어린이집","법인·단체등","경기도 포천시 영중면 양문로5길 18","63","44"
"25216","늘사랑어린이집","민간","경기도 성남시 분당구 야탑로 20 탑마을선경아파트 단지내 늘사랑어린이집 (야탑동)","95","94"
"25217","키즈맘어린이집","가정","대전광역시 서구 청사로 65 109동 101호 (월평동, 황실타운아파트)","20","20"
"25218","야탑어린이집","국공립","경기도 성남시 분당구 야탑남로 82 중앙문화정보센터 내 (야탑동)","195","181"
"25219","성심어린이집","민간","인천광역시 서구 심곡로 19-10","96","93"
"25220","꿈샘어린이집","가정","인천광역시 연수구 새말로 154 306동 107호(연수동, 주공아파트)","14","12"
"25221","아이좋아어린이집","가정","경기도 오산시 운암로 90 310동 104호(부산동, 운암주공3단지아파트)","16","16"
"25222","하얀콩어린이집","가정","경기도 화성시 동탄반석로 42 607동 101호(반송동, 한화우림아파트)","20","19"
"25223","개미몬테소리어린이집","민간","경기도 수원시 장안구 천천로74번길 92 경기도 수원시 장안구 천천로 74번길 92(정자동 대림진흥아파트)","32","24"
"25224","시립월피어린이집","국공립","경기도 안산시 상록구 광덕산안길 5 (월피동)","80","73"
"25225","하늘빛어린이집","민간","경상북도 안동시 서경지7길 24 하늘빛어린이집 (태화동)","38","37"
"25226","창대리더어린이집","민간","전라북도 전주시 덕진구 건산로 280 (우아동2가)","99","99"
"25227","즐거운몬테소리어린이집","가정","서울특별시 노원구 한글비석로54길 92 1304동 101호(상계동, 상계주공13차)","15","15"
"25228","북부여성비전센터어린이집","민간","경기도 의정부시 범골로 137 (의정부동)","30","21"
"25229","반디어린이집","가정","경기도 의정부시 장곡로 532 104동 104호(신곡동, 금오풍림)","19","14"
"25230","대동어린이집","국공립","경상남도 김해시 대동면 동남로41번길 13-11","86","65"
"25231","오렌지나무어린이집","가정","경기도 용인시 기흥구 한보라2로 93 304동 102호(보라동, 화성파크드림아파트)","20","17"
"25232","아리솔 어린이집","민간","서울특별시 도봉구 마들로 684  -10 아리솔어린이집","139","139"
"25233","예꼬어린이집","가정","경기도 오산시 오산로132번길 10 210동 101호(원동, 원동E편한세상2단지아파트)","20","20"
"25234","밤비니몬테소리어린이집","가정","서울특별시 중구 다산로 32 9동 106호(신당동, 남산타운)","20","20"
"25235","예은어린이집","가정","경기도 용인시 기흥구 동백2로 12 4303동 104호(중동, 어은목마을코아루43단지아파트)","19","19"
"25236","월드비젼어린이집","민간","서울특별시 송파구 송파대로37길 22-1","65","65"
"25237","목련어린이집","민간","경기도 부천시 원미구 신상로 91 목련마을 상록아파트 관리동 1층","26","26"
"25238","예쁜어린이집","민간","서울특별시 강남구 삼성로76길 5-6","21","21"
"25239","즐거운베이비스쿨어린이집","가정","서울특별시 노원구 한글비석로54길 92 1304동 102호(상계동, 상계주공13차)","15","15"
"25240","준현어린이집","민간","서울특별시 강남구 선릉로148길 48-6","94","93"
"25241","가위바위보어린이집","가정","울산광역시 중구 남외1길 105 109동 105호(남외동, 일신에일린의뜰아파트)","20","19"
"25242","꿈동산어린이집","민간","대구광역시 달서구 성지로 12  (용산동, 성서주공7단지)","34","31"
"25243","한국어린이집","민간","대구광역시 달서구 중흥로8길 112 (송현동)","115","97"
"25244","한우리어린이집","민간","경기도 연천군 전곡읍 전곡로75번길 12","39","27"
"25245","대전삼성어린이집","민간","대전광역시 중구 선화로82번길 17","140","131"
"25246","희성어린이집","민간","경기도 화성시 화산중앙로 34 주민복지관내1층(화산동, 한승미메이드아파트)","28","28"
"25247","통영시종합사회복지관어린이집","국공립","경상남도 통영시 안개4길 94 (무전동)","58","52"
"25248","숲어린이집","가정","전라북도 전주시 완산구 서곡4길 29 (효자동3가,유진하우스1층)","20","10"
"25249","하늘빛어린이집","가정","인천광역시 부평구 안남로 272 102동 104호 (청천동, 금호타운)","20","20"
"25250","유앤아이어린이집","민간","부산광역시 동래구 온천천로339번길 28 110동 1층(낙민동, 한일유앤아이)","43","43"
"25251","이레어린이집","가정","인천광역시 남동구 만수로 14-25 202동 109호(만수동,주공아파트)","16","16"
"25252","구립도담어린이집","국공립","서울특별시 강동구 성내로14길 18 (성내동, 선광아파트상가 116호)","108","101"
"25253","꼬마별어린이집","가정","제주특별자치도 제주시 신설로9길 6 한양스타빌 2 102호","18","16"
"25254","꿈나무영재어린이집","가정","경기도 화성시 와우로34번길 11 봉담아이파크 103동 103호","20","20"
"25255","한울어린이집","가정","경기도 성남시 분당구 미금로 177 313동104호(구미1동, 까치마을신원아파트)","20","20"
"25256","꼬마별어린이집","가정","경상북도 경주시 안강읍 구부랑4길 24-3 삼도타운 103동 110호","13","13"
"25257","아이렌어린이집","가정","경기도 의왕시 포도원로 46 206동101호(오전동 대명구름채아파트)","19","19"
"25258","예전쁘띠어린이집","가정","경상북도 경산시 하양읍 하양로33길 6 103동 101호(동서리, 하양청구타운1차아파트)","20","20"
"25259","초록나무어린이집","민간","충청북도 청주시 서원구 예체로 68 사직푸르지오캐슬1단지 관리동","26","26"
"25260","365열린어린이집","국공립","충청북도 청주시 흥덕구 송절로124번길 9","99","83"
"25261","칠량어린이집","법인·단체등","전라남도 강진군 칠량면 칠량로 71-6","49","39"
"25262","고운뜰어린이집","민간","경기도 안산시 상록구 오목로 14 (본오동)","34","34"
"25263","캥거루어린이집","가정","경상남도 거제시 중곡로2길 31 602동 104호(고현동, 고려5차아파트)","20","20"
"25264","리라어린이집","사회복지법인","대구광역시 북구 대현로21길 52 (대현동)","81","65"
"25265","아이꿈어린이집","가정","경기도 용인시 수지구 상현로 101 105동 103호(상현동, 상현마을수지센트럴아이파크1단지아파트)","20","20"
"25266","청구꽃동산어린이집","가정","부산광역시 사상구 백양대로 474-23 110동 104호(주례동, 주례청구)","14","14"
"25267","별나라어린이집","민간","전라남도 목포시 통일대로37번길 33 (상동)","39","21"
"25268","조롱박어린이집","가정","충청북도 청주시 청원구 새터로176번길 62 204동 104호(사천동, 사천동아2차아파트)","19","19"
"25269","거산어린이집","사회복지법인","충청남도 당진시 솔안말길 18","151","133"
"25270","한나 어린이집","사회복지법인","전라북도 전주시 덕진구 인후동1가 무삼지3길 5-1 한나어린이집","48","48"
"25271","아띠 어린이집","가정","경기도 안양시 만안구 안양천서로 245 121동 103호(안양동, 진흥)","16","10"
"25272","구립동산어린이집","국공립","서울특별시 관악구 대학길 64 (신림동)  [대학동]","79","63"
"25273","봉우리어린이집","민간","부산광역시 사하구 신산북로43번길 55","75","58"
"25274","둥이어린이집","가정","경기도 시흥시 은행로 230 104동 108호(대야동, 서강2차아파트)","16","14"
"25275","세종어린이집","민간","광주광역시 남구 중앙로50번안길 9 (서동)","116","109"
"25276","한샘차일드어린이집","가정","광주광역시 북구 참판로 117 (두암동)","20","18"
"25277","예쁜어린이집","민간","서울특별시 강서구 초록마을로 31 (화곡동)","29","28"
"25278","꿈을키우는어린이집","가정","경기도 동두천시 지행로 12 103동 102호(지행동, 송내주공1단지아파트)","19","19"
"25279","하늘어린이집","민간","서울특별시 동대문구 답십리로48길 58 (답십리동)","56","54"
"25280","진해어린이집","법인·단체등","경상남도 창원시 진해구 중원로 78 (송학동)","80","52"
